Title,Honey price,Using condition,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,General,Screen Size,Retina Display ,Memory,Hard Disk,Processor
iPad 3 - 4G LTE Verizon 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 8GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,8GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 8GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,8GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 8GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,8GB,4G LTE - Verizon,White,,,,,,
iPad 3 - 4G LTE Verizon 8GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,8GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 8GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,8GB,4G LTE - Verizon,Black,,,,,,
iPad 3 - 4G LTE Verizon 8GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,8GB,4G LTE - Verizon,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPad 3 - 4G LTE AT&T 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPad 3 WiFi Only 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,Black,,,,,,
,,,,,,,,,,,,,,,,,
iPad 2 - 3G Verizon 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G AT&T 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,Black,,,,,,
iPad 2 WiFi Only 64GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 64GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 64GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 64GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 64GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 64GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 32GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 32GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 32GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 32GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 32GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 32GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 16GB White (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 16GB White (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 16GB White (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 16GB Black (Flawless),100,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 16GB Black (Good),100,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 16GB Black (Poor),100,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,Black,,,,,,
Galaxy - Note II - Unlocked - 32GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note II,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note II - Unlocked - 32GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note II,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note II - Unlocked - 32GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note II,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note II - Unlocked - 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note II - Unlocked - 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note II - Unlocked - 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note II - Sprint - 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,White,,,,,,
Galaxy - Note II - Sprint - 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,White,,,,,,
Galaxy - Note II - Sprint - 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,White,,,,,,
Galaxy - Note II - T-Mobile - 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note II - T-Mobile - 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note II - T-Mobile - 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note II AT&T 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,White,,,,,,
Galaxy - Note II AT&T 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,White,,,,,,
Galaxy - Note II AT&T 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,White,,,,,,
Galaxy - Note II Verizon 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,White,,,,,,
Galaxy - Note II Verizon 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,White,,,,,,
Galaxy - Note II Verizon 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,White,,,,,,
Galaxy - Note - Unlocked - 32GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 32GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 32GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note - T-Mobile - 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note - T-Mobile - 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note - T-Mobile - 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note AT&T 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,Note,1,,16GB,AT&T,White,,,,,,
Galaxy - Note AT&T 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,Note,1,,16GB,AT&T,White,,,,,,
Galaxy - Note AT&T 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,Note,1,,16GB,AT&T,White,,,,,,
Galaxy S3 Unlocked - 32GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 32GB White (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 32GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 32GB Black (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 32GB Black (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 32GB Black (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 32GB Brown (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 32GB Brown (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 32GB Brown (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 32GB Red (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 32GB Red (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 32GB Red (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 16GB  White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 16GB  White (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 16GB  White (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 16GB  Black (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 16GB  Black (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 16GB  Black (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 16GB  Brown (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 16GB  Brown (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 16GB  Brown (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 16GB  Red (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 16GB  Red (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 16GB  Red (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Sprint - 32GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 32GB White (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 32GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 32GB Black (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 32GB Black (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 32GB Black (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 32GB Brown (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 32GB Brown (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 32GB Brown (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 32GB Red (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 32GB Red (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 32GB Red (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 16GB White (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 16GB White (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 16GB White (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 16GB Black (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 16GB Black (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 16GB Black (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 16GB Brown (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 16GB Brown (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 16GB Brown (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 16GB Red (Flawless),100,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 16GB Red (Good),100,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 16GB Red (Poor),100,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Red,,,,,,
