Title,Honey price,Using condition,For sell,For buy,Category,Product model,Weight lb,Year,Space,Network,Color,Generation,Screen Size,Retina Display ,Memory,Hard Disk,Processor
iPad 3 - 4G LTE AT&T 64GB Black (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 32GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 32GB White (Good),4400,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 32GB White (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 32GB Black (Flawless),4500,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 32GB Black (Good),4000,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 32GB Black (Poor),1500,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 16GB White (Flawless),3500,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 16GB White (Good),3000,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 16GB White (Poor),1200,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,White,,,,,,
iPad 3 - 4G LTE AT&T 16GB Black (Flawless),3000,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 16GB Black (Good),2600,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,Black,,,,,,
iPad 3 - 4G LTE AT&T 16GB Black (Poor),1000,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,4G LTE - AT&T,Black,,,,,,

iPad 3 WiFi Only 64GB White (Flawless),5000,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 64GB White (Good),4500,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 64GB White (Poor),2400,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 64GB Black (Flawless),4600,Flawless,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 64GB Black (Good),4000,Good,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 64GB Black (Poor),2000,Poor,TRUE,FALSE,iPad,iPad 3,1,,64GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 32GB White (Flawless),4500,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 32GB White (Good),3900,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 32GB White (Poor),1900,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 32GB Black (Flawless),4200,Flawless,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 32GB Black (Good),3700,Good,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 32GB Black (Poor),1500,Poor,TRUE,FALSE,iPad,iPad 3,1,,32GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 16GB White (Flawless),4000,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 16GB White (Good),3500,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 16GB White (Poor),1200,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,White,,,,,,
iPad 3 WiFi Only 16GB Black (Flawless),3600,Flawless,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 16GB Black (Good),3300,Good,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,Black,,,,,,
iPad 3 WiFi Only 16GB Black (Poor),1000,Poor,TRUE,FALSE,iPad,iPad 3,1,,16GB,WiFi Only,Black,,,,,,

iPad 2 - 3G Verizon 64GB White (Flawless),2500,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 64GB White (Good),2000,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 64GB White (Poor),1000,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 64GB Black (Flawless),2200,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 64GB Black (Good),1800,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 64GB Black (Poor),800,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 32GB White (Flawless),2000,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 32GB White (Good),1500,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 32GB White (Poor),900,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 32GB Black (Flawless),1200,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 32GB Black (Good),900,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 32GB Black (Poor),450,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 16GB White (Flawless),1500,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 16GB White (Good),1200,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 16GB White (Poor),300,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,White,,,,,,
iPad 2 - 3G Verizon 16GB Black (Flawless),1200,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 16GB Black (Good),900,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G Verizon 16GB Black (Poor),300,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - Verizon,Black,,,,,,
iPad 2 - 3G AT&T 64GB White (Flawless),2500,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 64GB White (Good),2000,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 64GB White (Poor),1000,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 64GB Black (Flawless),2200,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 64GB Black (Good),1800,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 64GB Black (Poor),800,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 32GB White (Flawless),2000,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 32GB White (Good),1500,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 32GB White (Poor),900,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 32GB Black (Flawless),1200,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 32GB Black (Good),900,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 32GB Black (Poor),450,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 16GB White (Flawless),1500,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 16GB White (Good),1200,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 16GB White (Poor),300,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,White,,,,,,
iPad 2 - 3G AT&T 16GB Black (Flawless),1200,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 16GB Black (Good),900,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,Black,,,,,,
iPad 2 - 3G AT&T 16GB Black (Poor),300,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,3G - AT&T,Black,,,,,,
iPad 2 WiFi Only 64GB White (Flawless),3000,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 64GB White (Good),2500,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 64GB White (Poor),1000,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 64GB Black (Flawless),2700,Flawless,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 64GB Black (Good),2200,Good,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 64GB Black (Poor),900,Poor,TRUE,FALSE,iPad,iPad 2,1,,64GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 32GB White (Flawless),2500,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 32GB White (Good),2000,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 32GB White (Poor),800,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 32GB Black (Flawless),2300,Flawless,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 32GB Black (Good),1700,Good,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 32GB Black (Poor),700,Poor,TRUE,FALSE,iPad,iPad 2,1,,32GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 16GB White (Flawless),2000,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 16GB White (Good),1500,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 16GB White (Poor),600,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,White,,,,,,
iPad 2 WiFi Only 16GB Black (Flawless),1600,Flawless,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 16GB Black (Good),1200,Good,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,Black,,,,,,
iPad 2 WiFi Only 16GB Black (Poor),500,Poor,TRUE,FALSE,iPad,iPad 2,1,,16GB,WiFi Only,Black,,,,,,
Galaxy Note II - Unlocked - 32GB White (Flawless),6500,Flawless,TRUE,FALSE,Galaxy,Note II,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Unlocked - 32GB White (Good),6000,Good,TRUE,FALSE,Galaxy,Note II,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Unlocked - 32GB White (Poor),3000,Poor,TRUE,FALSE,Galaxy,Note II,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Unlocked - 16GB White (Flawless),5000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Unlocked - 16GB White (Good),4500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Unlocked - 16GB White (Poor),2300,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy Note II - Sprint - 16GB White (Flawless),6000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,White,,,,,,
Galaxy Note II - Sprint - 16GB White (Good),5500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,White,,,,,,
Galaxy Note II - Sprint - 16GB White (Poor),2500,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,White,,,,,,
Galaxy Note II - T-Mobile - 16GB White (Flawless),6000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,White,,,,,,
Galaxy Note II - T-Mobile - 16GB White (Good),5500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,White,,,,,,
Galaxy Note II - T-Mobile - 16GB White (Poor),2500,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,White,,,,,,
Galaxy Note II AT&T 16GB White (Flawless),6000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,White,,,,,,
Galaxy Note II AT&T 16GB White (Good),5500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,White,,,,,,
Galaxy Note II AT&T 16GB White (Poor),2500,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,White,,,,,,
Galaxy Note II Verizon 16GB White (Flawless),6000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,White,,,,,,
Galaxy Note II Verizon 16GB White (Good),5500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,White,,,,,,
Galaxy Note II Verizon 16GB White (Poor),2500,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,White,,,,,,

Galaxy Note 2 requires Gray also in addition to white which is already there. Please add that and use the same values for every carrier with except unlocked.

Galaxy Note II - Sprint - 16GB Gray (Flawless),6000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,Gray,,,,,,
Galaxy Note II - Sprint - 16GB Gray (Good),5500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,Gray,,,,,,
Galaxy Note II - Sprint - 16GB Gray (Poor),2500,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,Sprint,Gray,,,,,,
Galaxy Note II - T-Mobile - 16GB Gray (Flawless),6000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,Gray,,,,,,
Galaxy Note II - T-Mobile - 16GB Gray (Good),5500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,Gray,,,,,,
Galaxy Note II - T-Mobile - 16GB Gray (Poor),2500,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,T-Mobile,Gray,,,,,,
Galaxy Note II AT&T 16GB Gray (Flawless),6000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,Gray,,,,,,
Galaxy Note II AT&T 16GB Gray (Good),5500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,Gray,,,,,,
Galaxy Note II AT&T 16GB Gray (Poor),2500,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,AT&T,Gray,,,,,,
Galaxy Note II Verizon 16GB Gray (Flawless),6000,Flawless,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,Gray,,,,,,
Galaxy Note II Verizon 16GB Gray (Good),5500,Good,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,Gray,,,,,,
Galaxy Note II Verizon 16GB Gray (Poor),2500,Poor,TRUE,FALSE,Galaxy,Note II,1,,16GB,Verizon,Gray,,,,,,

Galaxy - Note - Unlocked - 32GB White (Flawless),3500,Flawless,TRUE,FALSE,Galaxy,Note,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 32GB White (Good),3000,Good,TRUE,FALSE,Galaxy,Note,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 32GB White (Poor),1500,Poor,TRUE,FALSE,Galaxy,Note,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 16GB White (Flawless),3000,Flawless,TRUE,FALSE,Galaxy,Note,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 16GB White (Good),2500,Good,TRUE,FALSE,Galaxy,Note,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note - Unlocked - 16GB White (Poor),1200,Poor,TRUE,FALSE,Galaxy,Note,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy - Note - T-Mobile - 16GB White (Flawless),2600,Flawless,TRUE,FALSE,Galaxy,Note,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note - T-Mobile - 16GB White (Good),2000,Good,TRUE,FALSE,Galaxy,Note,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note - T-Mobile - 16GB White (Poor),1000,Poor,TRUE,FALSE,Galaxy,Note,1,,16GB,T-Mobile,White,,,,,,
Galaxy - Note AT&T 16GB White (Flawless),2600,Flawless,TRUE,FALSE,Galaxy,Note,1,,16GB,AT&T,White,,,,,,
Galaxy - Note AT&T 16GB White (Good),2000,Good,TRUE,FALSE,Galaxy,Note,1,,16GB,AT&T,White,,,,,,
Galaxy - Note AT&T 16GB White (Poor),1000,Poor,TRUE,FALSE,Galaxy,Note,1,,16GB,AT&T,White,,,,,,
Galaxy S3 Unlocked - 32GB White (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 32GB White (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 32GB White (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 32GB Black (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 32GB Black (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 32GB Black (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 32GB Brown (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 32GB Brown (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 32GB Brown (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 32GB Red (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 32GB Red (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 32GB Red (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 16GB  White (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 16GB  White (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 16GB  White (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,White,,,,,,
Galaxy S3 Unlocked - 16GB  Black (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 16GB  Black (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 16GB  Black (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Black,,,,,,
Galaxy S3 Unlocked - 16GB  Brown (Flawless),4300,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 16GB  Brown (Good),3700,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 16GB  Brown (Poor),1300,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Brown,,,,,,
Galaxy S3 Unlocked - 16GB  Red (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 16GB  Red (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Unlocked - 16GB  Red (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Factory Unlocked,Red,,,,,,
Galaxy S3 Sprint - 32GB White (Flawless),4300,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 32GB White (Good),3500,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 32GB White (Poor),1300,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 32GB Black (Flawless),4000,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 32GB Black (Good),3300,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 32GB Black (Poor),1000,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 32GB Brown (Flawless),3000,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 32GB Brown (Good),2500,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 32GB Brown (Poor),1200,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 32GB Red (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 32GB Red (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 32GB Red (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 16GB White (Flawless),3500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 16GB White (Good),3000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 16GB White (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,White,,,,,,
Galaxy S3 Sprint - 16GB Black (Flawless),3200,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 16GB Black (Good),2700,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 16GB Black (Poor),1300,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Black,,,,,,
Galaxy S3 Sprint - 16GB Brown (Flawless),2500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 16GB Brown (Good),2000,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 16GB Brown (Poor),1000,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Brown,,,,,,
Galaxy S3 Sprint - 16GB Red (Flawless),3500,Flawless,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 16GB Red (Good),2800,Good,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Red,,,,,,
Galaxy S3 Sprint - 16GB Red (Poor),1700,Poor,TRUE,FALSE,Galaxy,S III,1,,16GB,Sprint,Red,,,,,,
Galaxy S3 T-Mobile - 32GB White (Flawless),4300,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 32GB White (Good),3500,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 32GB White (Poor),1300,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,White,,,,,,
Galaxy S3 T-Mobile - 32GB Black (Flawless),4000,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 32GB Black (Good),3300,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 32GB Black (Poor),1000,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Black,,,,,,
Galaxy S3 T-Mobile - 32GB Brown (Flawless),3000,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 32GB Brown (Good),2500,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 32GB Brown (Poor),1200,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Brown,,,,,,
Galaxy S3 T-Mobile - 32GB Red (Flawless),4500,Flawless,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Red,,,,,,
Galaxy S3 T-Mobile - 32GB Red (Good),4000,Good,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Red,,,,,,
Galaxy S3 T-Mobile - 32GB Red (Poor),1500,Poor,TRUE,FALSE,Galaxy,S III,1,,32GB,T-Mobile,Red,,,,,,
